model_id,language,weat_category_id,layer_idx,SEAT_score,comments
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,en,WEAT2,8,1.0669464,SEAT_finetuned_en_WEAT2_layer8
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,en,WEAT2,9,1.0506551,SEAT_finetuned_en_WEAT2_layer9
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,en,WEAT6,0,1.0938497,SEAT_finetuned_en_WEAT6_layer0
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,en,WEAT6,1,1.5671573,SEAT_finetuned_en_WEAT6_layer1
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,en,WEAT6,2,1.4337422,SEAT_finetuned_en_WEAT6_layer2
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,en,WEAT6,3,1.6013135,SEAT_finetuned_en_WEAT6_layer3
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,en,WEAT6,4,1.6384038,SEAT_finetuned_en_WEAT6_layer4
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,en,WEAT6,5,1.5664021,SEAT_finetuned_en_WEAT6_layer5
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,en,WEAT6,6,1.5443538,SEAT_finetuned_en_WEAT6_layer6
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,en,WEAT6,7,1.5933672,SEAT_finetuned_en_WEAT6_layer7
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,en,WEAT6,8,1.5019813,SEAT_finetuned_en_WEAT6_layer8
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,en,WEAT6,9,1.5185819,SEAT_finetuned_en_WEAT6_layer9
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,hi,WEAT1,0,0.31534317,SEAT_finetuned_hi_WEAT1_layer0
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,hi,WEAT1,1,0.34017134,SEAT_finetuned_hi_WEAT1_layer1
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,hi,WEAT1,2,0.3508729,SEAT_finetuned_hi_WEAT1_layer2
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,hi,WEAT1,3,0.5684631,SEAT_finetuned_hi_WEAT1_layer3
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,hi,WEAT1,4,0.57598776,SEAT_finetuned_hi_WEAT1_layer4
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,hi,WEAT1,5,0.604706,SEAT_finetuned_hi_WEAT1_layer5
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,hi,WEAT1,6,0.6052994,SEAT_finetuned_hi_WEAT1_layer6
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,hi,WEAT1,7,0.629631,SEAT_finetuned_hi_WEAT1_layer7
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,hi,WEAT1,8,0.66198164,SEAT_finetuned_hi_WEAT1_layer8
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,hi,WEAT1,9,0.6791832,SEAT_finetuned_hi_WEAT1_layer9
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,hi,WEAT2,0,0.5301055,SEAT_finetuned_hi_WEAT2_layer0
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,hi,WEAT2,1,0.4945192,SEAT_finetuned_hi_WEAT2_layer1
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,hi,WEAT2,2,0.45902303,SEAT_finetuned_hi_WEAT2_layer2
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,hi,WEAT2,3,0.6348259,SEAT_finetuned_hi_WEAT2_layer3
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,hi,WEAT2,4,0.51902264,SEAT_finetuned_hi_WEAT2_layer4
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,hi,WEAT2,5,0.5517722,SEAT_finetuned_hi_WEAT2_layer5
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,hi,WEAT2,6,0.5578512,SEAT_finetuned_hi_WEAT2_layer6
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,hi,WEAT2,7,0.5240771,SEAT_finetuned_hi_WEAT2_layer7
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,hi,WEAT2,8,0.5959027,SEAT_finetuned_hi_WEAT2_layer8
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,hi,WEAT2,9,0.5792943,SEAT_finetuned_hi_WEAT2_layer9
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,hi,WEAT6,0,-0.35129184,SEAT_finetuned_hi_WEAT6_layer0
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,hi,WEAT6,1,-0.46916327,SEAT_finetuned_hi_WEAT6_layer1
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,hi,WEAT6,2,-0.69401175,SEAT_finetuned_hi_WEAT6_layer2
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,hi,WEAT6,3,-0.6178604,SEAT_finetuned_hi_WEAT6_layer3
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,hi,WEAT6,4,-0.5451221,SEAT_finetuned_hi_WEAT6_layer4
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,hi,WEAT6,5,-0.67289597,SEAT_finetuned_hi_WEAT6_layer5
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,hi,WEAT6,6,-0.6589232,SEAT_finetuned_hi_WEAT6_layer6
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,hi,WEAT6,7,-0.6076237,SEAT_finetuned_hi_WEAT6_layer7
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,hi,WEAT6,8,-0.6866553,SEAT_finetuned_hi_WEAT6_layer8
DebK/cerebras-gpt-111m-finetuned-alpaca-hindi,hi,WEAT6,9,-0.70247257,SEAT_finetuned_hi_WEAT6_layer9
