model_id,language,weat_category,layer_index,layer_name,attribution_score,baseline_bias_l2,localization_ratio,is_significant_layer
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT2,4,layer_4,0.2745666900549744,0.9640676955382029,0.0,False
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT2,5,layer_5,0.2887553529238648,0.9640676955382029,0.0,False
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT2,6,layer_6,0.33516220633553184,0.9640676955382029,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT2,7,layer_7,0.3646471972043414,0.9640676955382029,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT2,8,layer_8,0.3971387077145145,0.9640676955382029,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT2,9,layer_9,0.4232335719701755,0.9640676955382029,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT2,10,layer_10,0.47105018100315177,0.9640676955382029,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT2,11,layer_11,0.6270055953822642,0.9640676955382029,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT2,12,layer_12,0.8402335306488481,0.9640676955382029,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT2,13,layer_13,0.8776543907464555,0.9640676955382029,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT2,14,layer_14,1.189411776715968,0.9640676955382029,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT2,15,layer_15,4.083803100226679,0.9640676955382029,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT6,0,layer_0,0.03865274968207815,0.7492656707763672,0.0,False
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT6,1,layer_1,0.07852050445042552,0.7492656707763672,0.0,False
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT6,2,layer_2,0.08702767538838085,0.7492656707763672,0.0,False
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT6,3,layer_3,0.10184689383953807,0.7492656707763672,0.0,False
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT6,4,layer_4,0.11526106247212747,0.7492656707763672,0.0,False
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT6,5,layer_5,0.1250537045206875,0.7492656707763672,0.0,False
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT6,6,layer_6,0.14502761941868805,0.7492656707763672,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT6,7,layer_7,0.16204623196274034,0.7492656707763672,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT6,8,layer_8,0.1841341275908054,0.7492656707763672,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT6,9,layer_9,0.23902075454592722,0.7492656707763672,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT6,10,layer_10,0.3296955805271864,0.7492656707763672,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT6,11,layer_11,0.3854363411106168,0.7492656707763672,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT6,12,layer_12,0.6062298840284347,0.7492656707763672,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT6,13,layer_13,0.8301153906807306,0.7492656707763672,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT6,14,layer_14,1.110237055420875,0.7492656707763672,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Hindi,WEAT6,15,layer_15,1.8010603339970106,0.7492656707763672,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT1,0,layer_0,0.08425549454184185,0.9355608841468548,0.0,False
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT1,1,layer_1,0.2075128244286693,0.9355608841468548,0.0,False
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT1,2,layer_2,0.221516815347051,0.9355608841468548,0.0,False
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT1,3,layer_3,0.2504462678195779,0.9355608841468548,0.0,False
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT1,4,layer_4,0.2892661717826307,0.9355608841468548,0.0,False
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT1,5,layer_5,0.28834470114686744,0.9355608841468548,0.0,False
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT1,6,layer_6,0.30661344718717937,0.9355608841468548,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT1,7,layer_7,0.347021115938009,0.9355608841468548,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT1,8,layer_8,0.3434391941846314,0.9355608841468548,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT1,9,layer_9,0.3642691560433215,0.9355608841468548,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT1,10,layer_10,0.37136684268391834,0.9355608841468548,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT1,11,layer_11,0.45338245475729,0.9355608841468548,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT1,12,layer_12,0.7371387046871,0.9355608841468548,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT1,13,layer_13,0.9442474996831653,0.9355608841468548,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT1,14,layer_14,1.0813812322464997,0.9355608841468548,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT1,15,layer_15,3.530205986003939,0.9355608841468548,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT2,0,layer_0,0.05248730088126935,0.9323894153941762,0.0,False
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT2,1,layer_1,0.22886737138574767,0.9323894153941762,0.0,False
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT2,2,layer_2,0.23128285815499036,0.9323894153941762,0.0,False
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT2,3,layer_3,0.2607923693690787,0.9323894153941762,0.0,False
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT2,4,layer_4,0.28674469889564946,0.9323894153941762,0.0,False
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT2,5,layer_5,0.29132563181153764,0.9323894153941762,0.0,False
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT2,6,layer_6,0.31749969547512846,0.9323894153941762,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT2,7,layer_7,0.3599924480738966,0.9323894153941762,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT2,8,layer_8,0.39134659859809023,0.9323894153941762,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT2,9,layer_9,0.4278147875165399,0.9323894153941762,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT2,10,layer_10,0.4882868762043389,0.9323894153941762,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT2,11,layer_11,0.5177633631852538,0.9323894153941762,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT2,12,layer_12,0.7069072998111898,0.9323894153941762,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT2,13,layer_13,0.8018472524366599,0.9323894153941762,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT2,14,layer_14,0.9699311637932597,0.9323894153941762,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT2,15,layer_15,3.502455815401944,0.9323894153941762,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT6,0,layer_0,0.033543052270542856,0.1540241241455078,0.0,False
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT6,1,layer_1,0.0432125122169964,0.1540241241455078,0.0,False
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT6,2,layer_2,0.04688504748512059,0.1540241241455078,0.0,False
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT6,3,layer_3,0.05956071773543954,0.1540241241455078,0.0,False
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT6,4,layer_4,0.06921327303163713,0.1540241241455078,0.0,False
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT6,5,layer_5,0.08225802814587957,0.1540241241455078,0.0,False
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT6,6,layer_6,0.10274364681448785,0.1540241241455078,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT6,7,layer_7,0.11948488545138385,0.1540241241455078,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT6,8,layer_8,0.14316548301838333,0.1540241241455078,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT6,9,layer_9,0.1653950981050729,0.1540241241455078,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT6,10,layer_10,0.21001773989759398,0.1540241241455078,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT6,11,layer_11,0.25923844655975714,0.1540241241455078,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT6,12,layer_12,0.38442301658913514,0.1540241241455078,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT6,13,layer_13,0.4924437317252162,0.1540241241455078,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT6,14,layer_14,0.6060204419121148,0.1540241241455078,0.0,True
Debk/OpenELM-270M-finetuned-alpaca-hindi-bengali_full,Bengali,WEAT6,15,layer_15,0.8774865854904059,0.1540241241455078,0.0,True
